id,question,question_concept,choices,answerKey
6d4ed2c485187ed79ff3bdcc8cca6132,Where would you expect to find a pizzeria while shopping?,pizzeria,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['chicago', 'street', 'little italy', 'food court', 'capital cities']}",D
a40f5339ee858a0a119cbac052c5a2d0,"When eating everything on the tasting menu, what does one tend to feel?",eating,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['full stomach', 'getting full', 'gaining weight', 'sick', 'satisfaction']}",B
4850bf8b6b309548ef623d5592ffbca2,What does playing soccer for a long time lead to?,playing soccer,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['excitement', 'fatigue', 'anger', 'hurting', 'getting tired']}",E
e6d99b4b76f74961a400ad0001b13b73,Which entrance would you use if you do not want to use the back entrance?,back,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['side', 'main', 'anterior', 'current', 'front']}",B
f5950a62f9eaae34f1e914b3cf5208cf,You can share files with someone if you have a connection to a what?,connection,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['freeway', 'radio', 'wires', 'computer network', 'electrical circuit']}",D
f36489668c28b26c0cdbc56cec1db27b,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['car', 'fuel system', 'accelerate', 'boat', 'airplane']}",E
0476192858e7f541611b5c2d3c5e5197,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",lying,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['the reward money', 'hurt feelings', 'being found out', 'problems', 'trouble']}",C
df7861813910ae204c3bd0b3c16fe5d9,"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?",run errands,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['park', 'make time for', 'receive instructions', 'take money', 'leave work']}",D
c12a904025471139df4f8860cc380c60,"Though he could've kept going his body appreciated the rest, it had been constantly what during the day?",rest,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['walk', 'lay down', 'working', 'moving', 'exercise']}",D
a69bd1bf3c06a233d696a00d71a9db36,Too many people want exotic snakes.  The demand is driving what to carry them?,snake,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ditch', 'shop', 'north america', 'pet shops', 'outdoors']}",D
84e983f432647531b55b8b72c12fb78a,"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?",stabbing to death,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['knife wounds', 'buy a gun', 'bleeding', 'jail time', 'law suit']}",E
68f123f22be7bff13875e8b752b2d933,To prevent any glare during the big football game he made sure to clean the dust of his what?,dust,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['television', 'attic', 'corner', 'they cannot clean corner and library during football match they cannot need that', 'ground']}",A
c9580b132b323906f0d51e7dc5b4ce29,"I have something in my head I want to share, what ways can I do that?",express information,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['write an essay', 'organize thoughts', 'speak information', 'summarize main points', 'have information']}",C
80930e9df9ac4ad752749a54e7fc124f,"He wanted a house that was gated off from other places, where should he start looking?",house,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['neighborhood', 'subdivision', 'city', 'suburbs', 'street']}",B
f080ab037c1aaf689a43cc030e9d93e9,Where in Southern Europe would you find many canals?,canal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['michigan', 'new york', 'amsterdam', 'venice', 'bridge']}",D
a261d4eaf8b33c0730d830ebbffbd9f8,What would a camper need to do before he or she can start cooking food?,camper,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['make breakfast', 'go hiking', 'pack or bag', 'light fire', 'grab a match']}",D
bfd14dedb440ae1c266c61aa22960778,What could happen to a paper if you leave it outside even if it does not move?,paper,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['one material often recycled', 'ripped', 'saturated with water', 'one dimensional', 'crumpled']}",C
5a953b5fb26f1614640574f65410e8b0,"Mark's semen was very thick, but after his vasectomy it was also what?",thick,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['blank', 'sparse', 'thin', 'clear', 'free flowing']}",D
ac0351d8649fb60af40c5638061a2e21,What is a great place to lay in the sun?,sun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['in the basement', 'west', 'solar system', 'beach', 'beans']}",D
c8b18acf8e95172ff79b0a837e9369f3,Where would you find a seafood restaurant in the east coast of North America?,seafood restaurant,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['maine', 'boston', 'beach town', 'coastal cities', 'ocean']}",A
7a7ff4499a7162265ddac0c3e2e8e5fc,The president is the leader of what institution?,president,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['walmart', 'white house', 'country', 'corporation', 'government']}",E
fb721d7949d06915a2dd6fc6ec815325,Sitting to close while watching TV can cause what sort of pain?,watching tv,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['brain problems', 'laziness', 'get fat', 'headache', 'laughter']}",D
47db2878d917ceb8d82627de4722a254,Where is a bald eagle safe?,bald eagle,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pine tree', 'open country', 'in washington', 'wildlife refuge', 'sky']}",D
f03a340e093dbd5eea88feb6507ed20e,"The game promised it was free, but the child's parents soon found themselves doing what for microtransactions?",free,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['costly', 'captive', 'contained', 'paying', 'caught']}",D
5f6296570569960a05c47a2a79656363,What kind of driving leads to accidents?,driving,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stressful', 'dangerous', 'fun', 'illegal', 'deadly']}",B
89586c4ab04f3133a2c7165322409c3d,What is eating too much dinner likely to result in?,eating dinner,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tiredness', 'living longer', 'stomach ache', 'illness', 'acid reflux']}",C
98b176ac1c91370e079863d13c7dd964,What is a person chatting with friends likely hoping to accomplish?,chatting with friends,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gathering of information', 'communication', 'feel relaxed', 'kill boredom', 'social bonding']}",E
b13d110147ecf24562b64a69df4fe5ad,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",sunshine,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['disneyland', 'snow', 'windowsill', 'street', 'summer']}",D
145f1ccce9aeab854f6514f927f58288,"A fox was thirsty searching for water during the drought, where was he?",fox,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['painting', 'hen house', 'california', 'virginia', 'movie hall']}",C
c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,skiing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['finish line', 'broken bones', 'broken legs', 'chapped lips', 'healthy body']}",E
80f8afc17b5b5915a327240db8bc2a52,"The sensor would just the distance then set off an alarm, the installation expert explained it was called a what kind of sensor?",distance,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['near', 'closeness', 'here', 'proximity', 'this']}",D
a662c9971a497d601c5be888670d10ae,"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",eating lunch,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gain weight', 'late for work', 'heartburn', 'bad breath', 'early for work']}",B
8bf8c8597dfc5e8ec72b486541338e33,"The evacuation became mandatory, so what came on the TV?",mandatory,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['advisory', 'mandate', 'soap opera', 'elective', 'optional']}",A
313b72ce5b14f3d0b86b91c7bc6497be,The person gave a good hands on what to show how to do the work?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['demonstration', 'garage', 'building', 'barn', 'synagogue']}",A
6efbe0725841b961848b6935fe67a471,Where would you see some people doing jumping jacks?,people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['military base', 'opera', 'water fountain', 'bus stop', 'church']}",A
4163cfdd31feb277084ceb3996b3a851,"The body guard was good at his duties, he made the person who hired him what?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['better job', 'irritated', 'feel safe', 'save money', 'headache']}",C
3f720c9ad7f3eb99400dd8c81fc269d8,"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",learning language,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['better communication', 'overthinking', 'frustration', 'misunderstandings', 'headaches']}",C
4dbeeb50a01a3b5c9c76d1052c4b14ea,"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",killing people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['going to jail', 'going to prison', 'beat him up', 'get arrested', 'die']}",D
129014ff081296c3d9bbc338c5ff32db,Where is there usually a fiddle playing?,fiddle,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['music store', 'dance hall', 'orchestra', 'symphony', 'tennessee']}",C
8f495e9bcd88ce23617197520442090c,What is the only was to recover from exhaustion?,exhaustion,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['mediate', 'have rest', 'stay in bed', 'run out of steam', 'go to sleep']}",B
6dc921840aa1e5dda3333b79007f630b,What would you do if you want to be able to earn money?,money,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['apply for job', 'stand in line', 'take care of proposals', 'pass course', 'play the lottery']}",A
c879e1677869c4d58102c608da805453,What is a grumpy person likely to have?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['headache', 'understand themselves', 'compliments', 'own house', 'happiness']}",A
16699879d1f1b67f1664e78324cadd65,What do drugs do?,drugs,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['damage', 'cloud mind', 'lower i.q', 'cause illness', 'cause accidents']}",E
a7c9d4f6be3bb973c4ebecb1e841b3ac,A beaver can destroy a machines functionality if they build their dam in this?,beaver,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['strip club', 'pocket', 'millpond', 'ontario', 'lake or river']}",C
9f84a7225b5da1e119ae54919f38ba79,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",booze,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['reach tentative agreement', 'suicide', 'examine thing', 'commit murder', 'stay in bed']}",A
70a97a0079878b3a46080d00a4e118fb,Where could a fungus grow and not be disturbed by sunlight?,fungus,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['under rocks', 'manhattan', 'toenails', 'grocery store', 'fallen tree']}",A
00dc6e53c3715d0050ffb78646cd6c7c,Can you name a good reason for attending school?,attending school,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['get smart', 'boredom', 'colds and flu', 'taking tests', 'spend time']}",A
d829cc86312173f28b877987ae87fd7c,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,fiddle,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alabama', 'tennessee', 'violin case', 'music store', 'bow and strings']}",B
223d54ae26635218666dc05f42a469e9,"Though she made the cut years ago, its figurative scars would never what?",cut,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['joining', 'put together', 'stitch', 'heal', 'paste']}",D
f75bb741497541837b92c4c2a113f5a4,What does sex often make happen in people?,sex,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['making love', 'feel good', 'happyness', 'wonderful thing', 'cloud judgment']}",B
5208880ea3b34d2de7ab59aedf499225,Where would you see people in uniform playing with a ball?,ball,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hole', 'television', 'sporting goods store', 'pool table', 'sporting event']}",E
21db09783c773fed677cd5ec3b71eecf,What kind of place could have a seafood restaurant?,seafood restaurant,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['new york', 'coastal cities', 'city', 'coastal cities', 'boston']}",C
63e0569414c0bc6e51c8c230a598ac55,Who was the head of the branch yelling at?,head,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['owner', 'foot', 'subordinate', 'base', 'point']}",C
142626e4fc9656c97d7d7f93822cc381,"He made another call, he did this all day hoping people would what well to his offer?",call,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hang up', 'respond', 'contact', 'answer', 'attracting ducks']}",B
c59b184974e5f820763bd901a62a5473,"She needs to visit a bookshop after buying the latest fashion, where should she look?",bookshop,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['student union', 'mall', 'department store', 'library', 'town or city']}",B
58c3817107e323fdd7d70c4014990626,Where could you see an advertisement while reading news?,advertisement,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['television', 'bus', 'email', 'web page', 'la ville']}",D
a7be27a64aad72c029f05a2c7fc6d55f,What is required to be good at playing tennis?,playing tennis,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tennis racket', 'skill', 'competition', 'tennis court', 'legs']}",B
6122883c3b5cd10b59a29dbd582e19c8,What state is the John Davis  Lodge toll road found in?,toll road,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['new jersey', 'eastern united states', 'good repair', 'connecticut', 'arizona']}",D
5cc173999089fd11673252a58b8c0feb,"The man went to clown college, he had always want to run away with the what?",clown,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['circus', 'carnival', 'surprise', 'spoons', 'party']}",A
d57ca8ce3f5ef4794d127c2385228698,"Jamie wanted to reduce her waist size, but all of her efforts failed miserably.  She continued to do what?",reduce,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gain weight', 'augment', 'dispare', 'make larger', 'expand']}",A
d6503fc1f87e3e2caeb7bf8e16526e0f,James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,losing consciousness,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['death', 'coma', 'peace', 'forgetfulness', 'loss of life']}",A
1c16c914f3e9e99c678d6f1ec30194a8,"If someone is aloof and self-important, what is their experience when meeting people?",meeting people,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stress', 'nervousness', 'smile', 'being bored', 'making new friends']}",D
a7b24b7ab7f0065c8688ee84d47899f1,"He was receiving workman's compensation, he had tripped over a metal rod while building where?",metal rod,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['factory', 'construction site', 'engine', ""insides of skyscraper's walls"", 'shops']}",B
e97a7b91a1ca85f362c42e04c983fc2a,John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,communicating,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['static', 'train of thought.', 'progress', 'transfer of information', 'collaboration']}",C
bc07822ca1f8892b80d632b9c03e1187,When you play around with your dog they will have?,dog,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['alive', 'health', 'fun', 'playing dead', 'black']}",C
367a52860ea02568f014242ec1967d78,Where would a person keep a book while it's being read?,book,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['closet', 'library of congress', 'classroom', 'in bed', 'desk']}",E
ca9a3ccfb140aa66816f96ac983b6d9f,"The student needed to  get some new pencils, where did he go?",pencils,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['store', 'classroom', 'backpack', 'cabinet', 'teacher']}",A
591221f7cf4790253d19b08d9ea1f77e,"She loved buying products, she was driven by her what to shop more than any practical needs?",buying products,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['desire', 'money', 'time', 'credit', 'spending money']}",A
cf9904211d9c602da9e41be0e3b24aff,How does getting paid feel?,getting paid,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['income tax', 'satisfaction', 'sorrow', 'ocean', 'bill collectors to happy']}",B
864ff0aa11611d0de8865034ac0ecb86,"The fat man refused to accept what was possible, he complained that he what the simplest activities?",possible,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['no go', 'unlikely', 'unable', 'cant do', 'impossibility']}",D
d4ebade47b1e84ab403efc715a7ca991,Where can meat last a long time?,meat,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['backery', 'ham sandwich', 'fridge', 'butcher shop', 'freezer']}",E
3c0a8fd4547feaa73b8e5d797e7ecc76,What group of musicians will include someone playing the cello?,cello,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ocean', 'symphony', 'band', 'music store', 'music shop']}",B
ad3aa40dec688333dba0b88e325481ea,Where do bees congregate with red flowerS?,bee,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['trash can', 'honey', 'bouquet of flowers', 'rose garden', 'field of flowers']}",D
1bca9774955d7e794a6e48ffcf95e728,What is someone who gets angry after getting drunk likely to participate in?,getting drunk,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['violence', 'falling down', 'vomiting', 'vomiting', 'lower standards']}",A
68b13a7a996a07b8ea6731349d9348a4,"The teacher told all the students that listening was key, it was the main way they would gain what?",listening,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['empathy', 'anxiety', 'knowlege', 'falling down', 'hear things']}",C
c12221a251d96e691753cfd3ac0b33c4,Stanley had a dream that was very vivid and scary. He had trouble telling it from what?,dream,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['reality', 'imagination', 'dreamworker', 'nightmare', 'awake']}",A
de450d514150b9ff12c25026253116f8,The city's community garden was demolished for yet another what?,garden,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['wasteland', 'ocean', 'desert', 'parking lot', 'flowers']}",D
042ce5d57aed06e6988c3739050fb1e4,WHat do cats get into when they are ripping things apart?,cat,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': [""dog's mouth"", 'floor', 'garage', 'trouble', 'nature']}",D
77a4a131e9083f6a4c70e8f88df54056,What is a good result of losing weight?,losing weight,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['increased energy', 'healthier', 'loose skin', 'beauty', 'death']}",B
5f26970bd0b7b4a38f185aa5d5688717,A person lived in my what?,person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['demonstration', 'conference', 'building', 'garage', 'mouth']}",D
8adc90ed047cb821793c84567a14d2e2,"The skin was cut while chopping onions, where was this skin likely cut?",skin,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['good health', 'finger', 'meat', 'body', 'own family']}",B
167c0dc61979a026ebeb721f9513bda2,What might you feel after doing housework for hours?,doing housework,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['anger', 'not boredom', 'stress', 'boredom', 'anxiety']}",C
1cc14f6c9ae4435ddb4e4c520eee0065,"The accountant used a calculator regularly, he kept one at home and one at the what?",calculator,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['desk drawer', 'desktop', 'office', 'wristwatch', 'city hall']}",C
49430bdae459f7368471e14391d0eeb1,At the end of your meal what will a waiter do?,waiter,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['serve food', 'eat', 'set table', 'serve meal', 'present bill']}",E
e63b2dd1db7e1bd707956a41d3d2a83c,"If you aren't glad, unhappy or gloomy, what illness may you have?",glad,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['depressed', 'downcast', 'angry', 'unhappy', 'sorrowful']}",A
b18afff8078a6baa334b8bfb21db8624,You can hear testimony of how spirituality changes lives when you do what?,hear testimony,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['go to church', 'appear in court', 'watch soap operas', 'paying attention', 'go into court']}",A
84a559081220249df3a27f1f406594f6,"It was a great rest, she had never felt this much what in the morning?",rest,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['active', 'hunger', 'in motion', 'wakefulness', 'lay down']}",D
eefde762b9bf947d1c1b87fea4bbe6b4,Which region has the most famous temple?,temple,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['jerusalem', 'jewish community', 'middle east', 'city', 'mosque']}",C
2a258ed37974c9226cbb32cfbf88d4f0,Where would you find a bee gathering pollen?,bee,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['united states', 'sky', 'court', 'field of flowers', 'orchard']}",D
308b1c17a0dc5273d442dba191789de7,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,folding chair,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['roof', 'school', 'beach', 'closet', 'garage']}",D
5f3357cd75e10f08d46195289d1a823d,"If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?",getting divorce,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['being married', 'sisters', 'marriage', 'two people', 'lawyer']}",A
8c157adc2027737cefb4ee0d6c9836d6,How do geese normally get from place to place?,geese,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['carried by people', 'guard house', 'fly', 'follow ultralight airplane', 'group together']}",C
688772598f69066794067c48197a9ab2,John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,punching,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hostility', 'anger', 'nose', 'fists', 'hands']}",E
6874cbf68869d5482b719778f85b09a5,"Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?",small dog,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['living room', 'dog park', 'basket', 'small apartment', 'big house']}",E
397efef2f7c69fbb8f7507f2907196e3,WHat leads to someone's death when they are very depressed?,death,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['suicide', 'overdosing', 'sadness', 'murder', 'cyanide']}",A
6741642ade99f46b6086e9468f327b49,"She was sick and staying in bed the day of the event, unfortunately this meant she was what?",staying in bed,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['resting', 'sleep more', 'bed sores', 'missing out', 'comfort']}",D
c4dcfeacbbc2d365a6fc34d8811e4ed6,Where would a lizard surprise a person?,lizard,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['new mexico', 'forrest', 'dessert', 'garden', 'creek']}",D
64ce22ee28a83119363b83a83de1ae92,"They were getting together for the big game, he wasn't hosting but made sure to bring pretty of food with him over to where?",food,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['picnic', ""friend's house"", 'table', 'space shuttle', 'fairgrounds']}",B
46376ac886af06e85beac37f3391c357,Who is likely yo have a caring heart?,heart,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['person', 'species', 'artichoke', 'all mammals', 'live animal']}",A
4bc34224aaa443baad6ccae86e11f3ab,"I'm looking for alcohol and fried foods, any suggestions?",alcohol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pub', 'plane', 'beer', 'store', 'fraternity house']}",A
9fd4737d024fb0d6a9f047bed295bddb,"If I had a jar which was likely to spoil if left out, where would I want to put it?",jar,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kitchen cupboard', 'pantry', 'grocery store', 'pantry', 'refrigerator']}",E
2713983edc30c6391b9aa4ef2cb7ed79,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,blowfish,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['books', 'france', 'fish market', 'atlantic ocean', 'cuba']}",B
478a2734a41c208d54b79e165590c8d2,What will happen to skin pinched in something?,skin,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['feel cold', 'feel pressure', 'feel bumpy', 'itches', 'feel clammy']}",B
8f338dbffed1b6489297aeeace0e6388,"Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.",kite,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': [""child's hand"", 'the last straw', 'hobby shop', 'end of line', 'toy store']}",D
